	HvsL	HvsL	HvsL	HvsL	HvsL
ALB	P1	0.869547723	0.033009141	5	5
ALCAM	P1P2	0.519008588	-0.213887	5	5
ALDH16A1	P1P2	0.793487958	0.007016032	4	4
ALDH18A1	P1P2	0.336201045	0.227024303	5	5
ALDH1A1	P1P2	0.056604791	-0.286808442	5	5
ALDH1A2	P1P2	0.029139337	0.370520864	5	5
ALDH1A3	P1	0.14229807	-0.416263817	5	5
ALDH1B1	P1P2	0.257913404	-0.213953081	5	5
ALDH1L1	P1P2	0.444498476	0.042902271	5	5
ALDH1L2	P1P2	0.257913404	-0.088573582	5	5
ALDH2	P1P2	0.337456045	-0.18915637	5	5
ALDH3A1	P1P2	0.654301304	-0.192146555	5	5
ALDH3A2	P1P2	0.61460626	-0.046766349	5	5
ALDH3B1	P1P2	0.584550243	0.152687193	5	5
ALDH3B2	P1P2	0.573741347	-0.074412092	5	5
ALDH4A1	P1P2	0.612270235	-0.102323009	5	5
ALDH5A1	P1P2	0.920183228	-0.033283926	5	5
ALDH6A1	P1P2	0.916223239	-0.199260938	5	5
ALDH7A1	P1P2	0.420608866	-0.179130055	5	5
ALDH8A1	P1P2	0.598915038	0.096802328	5	5
ALDH9A1	P1P2	0.10805684	0.258235986	5	5
ALDOA	P1P2	0.574874653	0.008188468	5	5
ALDOB	P2	0.51954766	-0.107458617	5	5
ALDOC	P1P2	0.071874766	0.192209736	5	5
ALG1	P1P2	0.390110636	0.019365529	5	5
ALG10	P1P2	0.086633765	0.108331549	5	5
ALG10B	P1P2	0.418214279	0.094376111	5	5
ALG11	P1P2	0.218276551	-0.187010311	5	5
ALG12	P1P2	0.118856839	0.201274156	5	5
ALG13	P1P2	0.875442695	-0.01446522	5	5
ALG14	P1P2	0.924145197	-0.083673504	5	5
ALG1L	ENST00000340333.3	0.007187014	-0.580096406	4	4
ALG2	P1P2	0.042925763	-0.277971201	5	5
ALG3	P1P2	0.427356392	-0.120510511	5	5
ALG5	P1P2	0.563589534	-0.153284514	5	5
ALG6	P1P2	0.711659538	0.012974171	5	5
ALG8	P1P2	0.036234814	-0.242041902	5	5
ALG9	P1P2	0.842138761	-0.163033047	5	5
ALK	P1P2	0.86104563	0.027649348	5	5
ALKBH1	P1P2	0.782807705	-0.120785212	5	5
ALKBH2	P1P2	0.841488355	-0.223198658	5	5
ALKBH3	P1P2	0.900405034	-0.026953368	5	5
ALKBH4	P1P2	0.423492971	-0.118986838	5	5
ALKBH5	P1P2	0.004663811	-0.545914733	5	5
ALKBH6	P1P2	0.771334279	-0.031203539	5	5
ALKBH7	P1P2	0.346751201	-0.308767612	5	5
ALKBH8	P1P2	0.000916392	0.393108255	5	5
ALLC	P1P2	0.386452204	0.154055621	5	5
ALMS1	P1P2	0.688252666	0.135677342	5	5
ALOX12	P1P2	0.859739019	-0.007064236	5	5
ALOX12B	P1P2	0.316932283	0.128994461	5	5
ALOX15	P1P2	0.110448956	-0.257884028	5	5
ALOX15B	P1P2	0.333700069	0.072547081	5	5
ALOX5	P1P2	0.359686413	-0.131538844	5	5
ALOX5AP	P1P2	0.811693561	-0.053834421	5	5
ALOXE3	P1P2	0.214260873	-0.114369867	5	5
ALPI	P1P2	0.733462242	-0.0884987	5	5
ALPK1	P1P2	0.25675787	0.11529539	4	4
ALPK2	ENST00000361673.3	0.641747038	-0.217723023	5	5
ALPK3	P1P2	0.855821501	0.025501327	5	5
ALPL	P2	0.54908045	0.250641063	5	5
ALPP	P1P2	0.846043443	0.016405254	5	5
ALPPL2	P1P2	0.1506184	-0.3365174	5	5
ALS2	P1P2	0.409660489	0.125032618	5	5
ALS2CL	P1P2	0.677875478	0.016129205	5	5
ALS2CR11	P1P2	0.323001601	-0.122500007	5	5
ALS2CR12	P1P2	0.473238319	0.076155641	5	5
ALX1	P1P2	0.84930024	0.045000018	5	5
ALX3	P1P2	0.730333893	-0.077948787	5	5
ALX4	P1P2	0.240830025	0.167964835	5	5
ALYREF	P1P2	0.563589534	-0.098739757	5	5
AMACR	P1P2	0.035138736	-0.231308591	5	5
AMBN	P1P2	0.814352206	-0.031579241	4	4
AMBP	P1P2	0.876098125	0.061282779	5	5
AMBRA1	P1P2	0.001016544	-0.587411844	5	5
AMD1	P1P2	0.887253075	0.01397268	5	5
AMDHD1	P1P2	0.300726919	-0.072717418	5	5
AMDHD2	P1P2	0.463039396	0.104752159	5	5
AMELX	P1P2	0.054169833	-0.216311642	5	5
AMELY	P1P2	0.596605941	-0.160124819	5	5
AMER1	P1P2	0.768791309	-0.001461252	5	5
AMER2	P1P2	0.942657698	-0.030819849	5	5
AMER3	P1P2	0.829151685	0.357413598	5	5
AMFR	P1P2	0.482522024	0.076889303	5	5
AMH	P1P2	0.152040466	-0.224813959	5	5
AMHR2	P1P2	0.141170937	0.189942118	5	5
AMICA1	P1P2	0.175284366	-0.246637821	4	4
AMIGO1	P1P2	0.460003786	0.106511554	5	5
AMIGO2	P1P2	0.400279349	-0.284049366	5	5
AMIGO3	P1	0.244855486	-0.203127009	5	5
AMMECR1	P1P2	0.272172038	0.192922568	5	5
AMMECR1L	P1P2	0.403080042	0.104474674	5	5
AMN	P1	0.306984063	-0.134894898	5	5
AMN1	P1P2	0.310541332	-0.178658966	5	5
AMOT	P1P2	0.012562886	-0.53865894	5	5
AMOTL1	P1P2	0.175939665	-0.279620406	5	5
AMOTL2	P1P2	0.363186349	-0.132036566	5	5
AMPD1	P1P2	0.889223982	-0.002477696	5	5
AMPD2	P1	0.046097936	0.318492081	5	5
AMPD3	P1P2	0.739732188	-0.075659637	5	5
AMPH	P1P2	0.829799962	-0.022785368	5	5
AMT	P1P2	0.206688709	-0.278504968	5	5
AMTN	P1P2	0.775790378	-0.167631416	5	5
AMY1B	"ENST00000330330.5,ENST00000370080.3"	0.947291061	0.12964752	5	5
AMY2A	P1P2	0.348458579	-0.171489277	5	5
AMY2B	P1P2	0.244181317	-0.11232527	5	5
AMZ1	P1P2	0.091478434	0.120644109	5	5
AMZ2	P1P2	0.228390999	-0.225924319	5	5
ANAPC1	P1P2	0.946629039	0.073501477	5	5
ANAPC10	P1P2	0.979102502	0.070612371	5	5
ANAPC11	P1P2	0.148972163	-0.262662712	5	5
ANAPC13	P1P2	0.09906607	0.275998407	5	5
ANAPC15	P1P2	0.209996179	0.408602365	5	5
ANAPC16	P1P2	0.86693004	0.178497937	5	5
ANAPC2	P1P2	0.199895633	-0.202533473	5	5
ANAPC4	P1P2	0.100952966	0.051429917	5	5
ANAPC5	P1P2	0.754850086	0.098254333	5	5
ANAPC7	P1P2	0.840838058	-0.083372573	5	5
ANG	P1P2	0.703619962	0.149389099	5	5
ANGEL1	P1P2	0.989716213	0.007339911	5	5
ANGEL2	P1P2	0.934058143	-0.052552027	5	5
ANGPT1	P1P2	0.601807093	-0.054692411	5	5
ANGPT2	P1P2	0.601807093	0.031228604	5	5
ANGPT4	P1P2	0.99037965	0.002750726	5	5
ANGPTL1	P1P2	0.238834868	0.127182139	5	5
ANGPTL2	P1P2	0.718487431	0.035412354	5	5
ANGPTL3	P1P2	0.561345388	0.184677486	5	5
ANGPTL4	P1P2	0.544653484	-0.119251875	5	5
ANGPTL5	P1P2	0.858654233	-0.045619134	4	4
ANGPTL6	P1P2	0.541344936	-0.162686724	5	5
ANGPTL7	P1P2	0.478043649	0.13538087	3	3
ANHX	P1P2	0.038487174	-0.599344286	4	4
ANK1	P1P2	0.533117723	0.158932666	5	5
ANK2	ENST00000264366.6	0.814919768	0.037391035	5	5
ANK3	P1P2	0.216725706	-0.147506993	5	5
ANKAR	P1P2	0.413924309	0.124637323	5	5
ANKDD1A	P1P2	0.80718225	0.082470749	5	5
ANKDD1B	P1P2	0.448969033	-0.226383986	5	5
ANKEF1	P1P2	0.363186349	0.087127703	5	5
ANKFN1	P1P2	0.766885712	0.083150736	5	5
ANKFY1	P1P2	0.185417207	0.120391847	5	5
ANKH	P1P2	0.218396408	-0.211431649	4	4
ANKHD1	P1P2	0.587983152	-0.073359731	5	5
ANKHD1-EIF4EBP3	P1P2	0.587983152	-0.073359731	5	5
ANKIB1	P1P2	0.637584709	-0.114496516	5	5
ANKK1	P1P2	0.777702407	0.141255982	5	5
ANKLE1	P1P2	0.616360849	-0.038679514	5	5
ANKLE2	P1P2	0.20135834	0.098410669	5	5
ANKMY1	P1P2	0.033651857	0.231060852	5	5
ANKMY2	P1P2	0.663329155	0.120719494	5	5
ANKRA2	P1P2	0.640556644	-0.076493964	5	5
ANKRD1	P1P2	0.292644253	-0.422351116	5	5
ANKRD10	P1P2	0.345049159	0.127899952	5	5
ANKRD11	P1P2	0.508821387	-0.101517808	5	5
ANKRD12	P1P2	0.12364998	0.325431685	5	5
ANKRD13A	P1P2	0.169911275	-0.280628426	5	5
ANKRD13B	P1P2	0.387821655	-0.194747044	5	5
ANKRD13C	P1P2	0.647115173	-0.164130651	5	5
ANKRD13D	P1P2	0.934058143	-0.056624097	5	5
ANKRD16	P1P2	0.625166546	-0.058185519	5	5
ANKRD17	P1P2	0.015831811	-0.329727545	5	5
ANKRD18A	"ENST00000564591.1,ENST00000566717.2"	0.702386013	-0.021285045	5	5
ANKRD18B	P1P2	0.143659736	0.09046274	5	5
ANKRD2	P1P2	0.268557789	0.091508404	5	5
ANKRD22	P1P2	0.648908657	0.048924373	5	5
ANKRD23	P2	0.275087305	0.090355791	5	5
ANKRD24	P1P2	0.539144828	0.250106443	5	5
ANKRD26	P1P2	0.184590343	-0.350744081	5	5
ANKRD27	P1P2	0.046097936	0.481490722	5	5
ANKRD28	P1P2	0.722844226	0.266878823	5	5
ANKRD29	P1P2	0.439561113	-0.135852936	5	5
ANKRD30A	P1P2	0.300726919	-0.334591383	5	5
ANKRD30B	P1P2	0.461014417	-0.10678746	5	5
ANKRD31	P1P2	0.57828091	0.165497482	5	5
ANKRD32	P1P2	0.291882155	-0.194777875	5	5
ANKRD33	P1P2	0.188752066	-0.117414823	5	5
ANKRD33B	P1P2	0.667559044	0.021909164	5	5
ANKRD34A	P2	0.098726041	0.24386898	5	5
ANKRD34B	P2	0.036906347	-0.297975364	5	5
ANKRD34C	P1P2	0.217655259	0.167008865	5	5
ANKRD35	P1P2	0.514169977	0.094096737	5	5
ANKRD36	P1P2	0.223292806	-0.207463376	5	5
ANKRD36C	P1P2	0.081269967	0.317560181	5	5
ANKRD37	P1P2	0.676658594	-0.081032903	5	5
ANKRD39	P1P2	0.38690836	0.132322045	5	5
ANKRD40	P1P2	0.576009017	0.336986425	5	5
ANKRD42	P1P2	0.014746391	0.224672089	5	5
ANKRD44	ENST00000450567.1	0.055323249	-0.257804412	5	5
ANKRD45	P1P2	0.263198459	0.255357296	5	5
ANKRD46	P1P2	0.510957318	0.068956977	5	5
ANKRD49	P1P2	0.923484736	-0.082194852	5	5
ANKRD50	P1P2	0.962542692	-0.037079152	4	4
ANKRD52	P1P2	0.68479552	-0.10429589	4	4
ANKRD53	P1P2	0.02141938	-0.527469772	5	5
ANKRD54	P1P2	0.296474771	-0.248515053	5	5
ANKRD55	ENST00000341048.4	0.5585463	-0.0920342	5	5
ANKRD6	P1P2	0.492952257	-0.064551552	5	5
ANKRD60	ENST00000457363.1	0.085417751	0.27174601	5	5
ANKRD61	P1P2	0.06518559	0.172646776	5	5
ANKRD62	P1P2	0.979102502	0.244767034	5	5
ANKRD63	P1P2	0.988499375	-0.003707838	4	4
ANKRD65	P1	0.002481163	-0.421117318	5	5
ANKRD66	P1P2	0.527124881	0.156118152	5	5
ANKRD7	P1	0.255472402	0.249795644	5	5
ANKRD9	P1P2	0.866275846	-0.011845825	5	5
ANKS1A	P1P2	0.291121392	-0.27393417	5	5
ANKS1B	"ENST00000329257.7,ENST00000547776.2"	0.774516446	-0.110319062	5	5
ANKS3	P1P2	0.797536905	0.112009259	5	5
ANKS4B	P1P2	0.252429198	-0.145945781	3	3
ANKS6	P1P2	0.992369999	-0.023116754	5	5
ANKUB1	ENST00000446160.1	0.667559044	-0.035344094	5	5
ANKZF1	P1P2	0.413924309	-0.338426986	5	5
ANLN	P1P2	0.640556644	0.080611321	5	5
ANO1	P1P2	0.90633257	0.025275554	5	5
ANO10	P1P2	0.995687346	0.021592057	5	5
ANO2	P1P2	0.169136519	0.251564733	5	5
ANO3	P1P2	0.777757063	-0.087250385	4	4
ANO4	P1P2	0.216416491	0.276349438	5	5
ANO5	P1P2	0.261781857	-0.254793747	5	5
ANO6	P1P2	0.271472057	0.109360932	4	4
ANO7	P1P2	0.008627289	0.465824924	5	5
ANO8	P1P2	0.774516446	-0.201767673	5	5
ANO9	P1P2	0.514169977	-0.123988519	5	5
ANP32A	P1P2	0.877409239	-0.099510719	5	5
ANP32B	P1P2	0.327089638	-0.117003844	5	5
ANP32D	P1P2	0.379198432	-0.159780667	5	5
ANP32E	P1P2	0.555196372	-0.096775187	5	5
ANPEP	P1	0.489287991	0.141115493	5	5
ANTXR1	P1P2	0.332454093	-0.371582825	5	5
ANTXR2	P1P2	0.289225321	-0.138593693	5	5
ANXA1	P1P2	0.70856354	-0.089049882	5	5
ANXA10	P1P2	0.720353518	0.00017841	5	5
ANXA11	P1P2	0.885282866	0.052488074	5	5
ANXA13	P1P2	0.705472349	-0.050526199	5	5
ANXA2	P1P2	0.491903826	0.101710001	5	5
ANXA2R	P1P2	0.196115955	0.138543667	3	3
ANXA3	P1P2	0.397026698	-0.059134471	5	5
ANXA4	P1P2	0.777064914	-0.107540511	5	5
ANXA5	P1P2	0.340396069	-0.190139433	5	5
ANXA6	P1P2	0.703619962	0.088742769	5	5
ANXA7	P1P2	0.589703094	0.091190598	5	5
ANXA8	P1P2	0.559665121	0.132539237	5	5
ANXA8L1	ENST00000359178.4	0.608191671	0.114978753	5	5
ANXA9	P1P2	0.293025802	0.175341683	5	5
AOAH	P1P2	0.072006189	0.414781382	5	5
AOC1	P1	0.222031077	0.202344947	5	5
AOC2	P1P2	0.482522024	-0.213823928	5	5
AOC3	P1P2	0.428325445	-0.163972585	5	5
AOX1	P1	0.608773582	-0.017755384	5	5
AP1AR	P1P2	0.343352454	0.116614799	5	5
AP1B1	P1P2	0.231294901	0.128706744	5	5
AP1G1	P1P2	0.603545343	0.037167533	5	5
AP1G2	P1P2	0.342929112	0.159046652	5	5
AP1M1	P1P2	0.227428827	-0.188015551	5	5
AP1M2	P1P2	0.337037378	0.191623656	5	5
AP1S1	P1P2	0.554081915	0.164691299	5	5
AP1S2	P1P2	0.775153337	-0.075626722	5	5
AP1S3	P1P2	0.063270171	0.31111772	5	5
AP2A1	P1P2	0.143204742	0.41575482	5	5
AP2A2	P1P2	0.730959206	-0.13355841	5	5
AP2B1	P1P2	0.248927934	0.072767659	5	5
AP2M1	P1	0.013287533	0.688249237	5	5
AP2S1	P1P2	0.03007335	0.335255206	5	5
AP3B1	P1P2	0.093086889	-0.286818309	5	5
AP3B2	P1P2	0.785363881	-0.179169781	5	5
AP3D1	P1P2	0.591425352	0.001713519	5	5
AP3M1	P1P2	0.491903826	-0.160950261	5	5
AP3M2	P1P2	0.825912052	0.009920135	5	5
AP3S1	P1P2	0.17753821	0.140323376	5	5
AP3S2	P1P2	0.466595013	-0.166007092	5	5
AP4B1	P1P2	0.18267161	-0.266565635	5	5
AP4E1	P1P2	0.940672555	-0.060782352	5	5
AP4M1	P1P2	0.410132953	0.107983404	5	5
AP4S1	P1P2	0.026712721	0.373602507	5	5
AP5B1	P1P2	0.946629039	0.009104258	5	5
AP5M1	P1P2	0.111193347	0.15836903	5	5
AP5S1	P1P2	0.993696925	-0.048148424	5	5
AP5Z1	P1P2	0.309352564	-0.088238975	5	5
APAF1	P1P2	0.961201227	0.00321438	5	5
APBA1	P1P2	0.87872069	-0.045242742	5	5
APBA2	P1P2	0.876098125	0.088785974	5	5
APBA3	P1P2	0.777702407	-0.094886936	5	5
APBB1	P1P2	0.201651816	-0.098733668	5	5
APBB1IP	P1P2	0.235864048	-0.293961142	5	5
APBB2	P1P2	0.398883399	0.206793466	5	5
APBB3	P1P2	0.608773582	0.107423503	5	5
APC	P2	0.005053511	0.666951852	5	5
APC2	P2	0.982418978	-0.051993746	5	5
APCDD1	P1P2	0.716623021	-0.109006494	5	5
APCDD1L	P1P2	0.745389981	-0.043349512	5	5
APCS	P1P2	0.266763081	-0.163465965	5	5
APEH	P1P2	0.818149116	-0.006530581	5	5
APEX1	P1P2	0.197571466	0.165576643	5	5
APEX2	P1P2	0.006038014	0.512242878	4	4
APH1A	P1P2	0.064341789	-0.238662529	5	5
APH1B	P1P2	0.766250825	-0.043209353	5	5
API5	P1P2	0.008174526	-0.350024489	5	5
APIP	P1P2	0.899088546	0.045965821	5	5
APITD1	P1P2	0.529844633	0.054417046	5	5
APITD1-CORT	P1P2	0.529844633	0.054417046	5	5
APLF	P1P2	0.966503677	0.017610918	5	5
APLN	P1P2	0.677875478	0.001626066	5	5
APLNR	P1P2	0.704854692	0.012103351	5	5
APLP1	P1P2	0.964515072	0.015961535	5	5
APLP2	P1P2	0.111567025	0.273174305	5	5
APMAP	P1P2	0.500853512	0.100771901	5	5
APOA1	P1P2	0.626934178	0.110258872	5	5
APOA1BP	P1P2	0.991706543	0.006800342	5	5
APOA2	P1P2	0.23949862	-0.119821818	5	5
APOA4	P1P2	0.286208948	0.196683938	5	5
APOA5	P1P2	0.466595013	-0.137738391	5	5
APOB	P1P2	0.844741457	-0.068604272	5	5
APOBEC1	P1P2	0.712279311	-0.086195345	5	5
APOBEC2	P1P2	0.775153337	0.018160379	5	5
APOBEC3A	P1P2	0.865621744	-0.040162908	5	5
APOBEC3A_B	P1P2	0.865621744	-0.040162908	5	5
APOBEC3B	P1P2	0.435144529	0.062266995	5	5
APOBEC3C	P1P2	0.830448356	0.086217891	5	5
APOBEC3D	P1P2	0.830448356	0.086217891	5	5
APOBEC3F	P1P2	0.512027038	-0.091921424	5	5
APOBEC3G	P1P2	0.113450298	-0.303447795	5	5
APOBEC3H	P1P2	0.747682035	0.020351309	3	3
APOBEC4	P1P2	0.775790378	0.1064103	5	5
APOBR	P1	0.089735016	0.281083745	5	5
APOC1	P1P2	0.07700888	0.250859391	5	5
APOC2	P1P2	0.301115483	0.130993272	5	5
APOC3	P1P2	0.354044374	0.215332019	5	5
APOC4	P1P2	0.177271037	0.155991271	5	5
APOD	P1P2	0.532025558	-0.158903347	5	5
APOE	P1P2	0.692327531	0.122092281	4	4
APOF	P1P2	0.119053602	0.118303319	5	5
APOH	P1	0.325041438	0.129246583	5	5
APOL1	P1P2	0.748539165	-0.049260674	5	5
APOL2	P1P2	0.84930024	-0.09702617	5	5
APOL3	P1P2	0.204010857	-0.169514582	5	5
APOL4	P1P2	0.782169026	0.006203936	5	5
APOL5	ENST00000249044.2	0.785363881	-0.165704347	5	5
APOL6	P1P2	0.25721433	0.144896051	5	5
APOLD1	P1P2	0.054169833	-0.300612618	5	5
APOM	P1P2	0.053343648	0.35256745	5	5
APOO	P1P2	0.596029301	0.105870228	5	5
APOOL	P1P2	0.254777932	0.219441399	5	5
APOPT1	P1P2	0.136950336	-0.27774763	5	5
APP	P1P2	0.292263037	0.145914319	5	5
APPBP2	P1P2	0.329971168	0.14615202	5	5
APPL1	P1P2	0.03586626	-0.278045485	5	5
APPL2	P1P2	0.342083429	0.088361394	5	5
APRT	P1P2	0.364944282	-0.103926361	5	5
APTX	P1	0.194694147	-0.080074257	5	5
AQP1	ENST00000509504.1	0.638178632	0.037487103	5	5
AQP10	P1P2	0.870202368	0.161195502	5	5
AQP11	P1P2	0.005599772	-0.329646391	5	5
AQP12A	P1P2	0.6845833	0.008622264	5	5
AQP12B	P1P2	0.230817856	-0.244273422	4	4
AQP2	P1P2	0.303063317	0.071527589	5	5
AQP3	P1	0.043638107	0.276788058	4	4
AQP4	P1P2	0.563028092	-0.176727901	5	5
AQP5	P1P2	0.786003288	0.020913096	5	5
AQP6	P1P2	0.789842748	-0.005487852	5	5
AQP7	P1P2	0.87675364	-0.000932647	5	5
AQP8	P1P2	0.334949053	0.181631991	5	5
AQP9	P1P2	0.796894962	0.006267245	5	5
AQPEP	P1P2	0.597182836	-0.05465852	5	5
AQR	P1P2	0.002078019	0.787506373	5	5
AR	P1P2	0.000110483	-4.29644496	5	5
ARAF	P1P2	0.668164181	0.113277531	5	5
ARAP1	P2	0.138493824	0.255772299	5	5
ARAP2	P1P2	0.487200729	-0.120905133	5	5
ARAP3	P1P2	0.410132953	0.098288623	5	5
ARC	P1P2	0.160292583	-0.178065948	5	5
ARCN1	P1P2	0.24519306	0.222002655	5	5
AREG	P1P2	0.856474177	-0.011937624	5	5
AREL1	P1P2	0.231943759	-0.171373297	5	5
ARF1	P1P2	0.253738691	-0.09198929	5	5
ARF3	P1P2	0.06482285	-0.283222397	5	5
ARF4	P1P2	0.435633992	-0.146294659	5	5
ARF5	P2	0.161534156	-0.15793251	5	5
ARF6	P1	0.230970956	0.201586575	5	5
ARFGAP1	P1P2	0.637584709	-0.067423849	5	5
ARFGAP2	P1P2	0.602386259	0.010983614	5	5
ARFGAP3	P1P2	0.748539165	-0.047849247	5	5
ARFGEF1	P1P2	0.617531795	-0.048648781	5	5
ARFGEF2	P1P2	0.29532211	-0.194160439	5	5
ARFIP1	P1P2	0.139381814	-0.113602407	5	5
ARFIP2	P1P2	0.974460056	-0.017052972	5	5
ARFRP1	P1P2	0.034000906	-0.439221425	5	5
ARG1	P1P2	0.060370615	-0.309520065	5	5
ARG2	P1P2	0.084066267	-0.30493849	5	5
ARGFX	P1P2	0.053241119	-0.467902909	5	5
ARGLU1	P1P2	0.641747038	0.305609426	5	5
ARHGAP1	P1P2	0.028651483	0.285514547	5	5
ARHGAP10	P1P2	0.340396069	0.036777033	5	5
ARHGAP11A	P1P2	0.252357631	0.118111062	5	5
ARHGAP11B	P1P2	0.474264964	-0.069670675	5	5
ARHGAP12	P1P2	0.58569351	-0.181834361	5	5
ARHGAP15	P1P2	0.821381553	0.002497159	5	5
ARHGAP17	P1P2	0.422049475	0.0800149	5	5
ARHGAP18	P1P2	0.393790044	-0.112735792	5	5
ARHGAP19	P1P2	0.829151685	-0.047592878	5	5
ARHGAP20	P1P2	0.319755262	-0.101770754	5	5
ARHGAP21	P1P2	0.431240266	0.145654392	5	5
ARHGAP22	P1P2	0.12364998	-0.276981629	5	5
ARHGAP23	P1P2	0.477867843	-0.232385795	5	5
ARHGAP24	P1P2	0.093899585	-0.345766024	5	5
ARHGAP25	P1P2	0.576576595	-0.030313259	5	5
ARHGAP26	P1P2	0.748539165	-0.133208572	5	5
ARHGAP27	P2	0.494001884	-0.115503463	5	5
ARHGAP28	P1P2	0.205793271	0.18427859	5	5
ARHGAP29	P1P2	0.827207553	-0.045347445	5	5
ARHGAP30	P1P2	0.556311923	-0.049379689	5	5
ARHGAP31	P1P2	0.283213899	-0.122889159	5	5
ARHGAP32	ENST00000310343.9	0.768791309	0.078930967	5	5
ARHGAP33	P1P2	0.32873422	0.160269748	5	5
ARHGAP35	ENST00000404338.3	0.188472483	0.214235876	5	5
ARHGAP36	P1P2	0.103721747	-0.349811701	2	2
ARHGAP39	P1P2	0.75674658	-0.170901943	5	5
ARHGAP4	P1	0.006668458	0.555759507	5	5
ARHGAP40	P1P2	0.920843421	0.018014487	5	5
ARHGAP42	P1P2	0.398418734	-0.113801964	5	5
ARHGAP44	P1P2	0.653701222	-0.182905821	5	5
ARHGAP5	P1P2	0.469654705	0.039630896	5	5
ARHGAP6	P1P2	0.962526688	-0.020214244	5	5
ARHGAP8	P2	0.23751126	-0.138258667	5	5
ARHGAP9	P1P2	0.164017309	-0.123727869	4	4
ARHGDIA	P1P2	0.907650521	0.013129937	5	5
ARHGDIB	P1P2	0.191847688	-0.157157575	5	5
ARHGDIG	P1P2	0.705472349	0.109606956	5	5
ARHGEF1	P2	0.44400332	0.049796625	5	5
ARHGEF10	P1P2	0.21090483	0.15416301	5	5
ARHGEF10L	P1P2	0.426872344	-0.156702964	5	5
ARHGEF11	P1P2	0.565837994	0.255667937	5	5
ARHGEF12	P1P2	0.393790044	0.271120516	5	5
ARHGEF15	P1P2	0.342929112	-0.254672372	5	5
ARHGEF16	P1P2	0.448969033	0.052881775	5	5
ARHGEF17	P1P2	0.723467363	-0.042959335	5	5
ARHGEF18	P1P2	0.8905383	0.01037733	5	5
ARHGEF19	P1P2	0.241163689	-0.145992314	5	5
ARHGEF2	P1P2	0.639367175	0.071895244	5	5
ARHGEF25	P1P2	0.728459032	-0.018285255	5	5
ARHGEF26	P1P2	0.058351859	-0.359876374	5	5
ARHGEF28	P1P2	0.909627923	-0.058808015	5	5
ARHGEF3	P1P2	0.583408016	0.060733776	5	5
ARHGEF33	ENST00000398800.4	0.691316092	-0.061453309	5	5
ARHGEF35	ENST00000543357.1	0.606089538	-0.17779806	4	4
ARHGEF37	P1	0.309748486	-0.00828256	5	5
ARHGEF38	P1P2	0.955900492	0.010119354	5	5
ARHGEF39	P1P2	0.289225321	0.090246701	5	5
ARHGEF4	P1P2	0.648908657	0.035782141	5	5
ARHGEF40	P1P2	0.711039956	-0.129868365	5	5
ARHGEF5	P1P2	0.872166836	-0.031637134	5	5
ARHGEF6	P1P2	0.883313366	-0.167564217	5	5
ARHGEF7	ENST00000370623.3	0.781530493	0.104863243	5	5
ARHGEF9	P1P2	0.73954114	-0.066243971	4	4
ARID1A	P1P2	0.011217775	-1.102945946	5	5
ARID1B	P2	0.240830025	-0.073129134	5	5
ARID2	P1P2	0.364944282	-0.207764681	5	5
ARID3A	P1P2	0.637584709	-0.032390095	5	5
ARID3B	P1P2	0.963189457	-0.035534949	5	5
ARID3C	P1P2	0.219210877	-0.804534582	5	5
ARID4A	P1P2	0.009693765	-0.368547645	5	5
ARID4B	P1P2	0.13133336	0.142201435	5	5
ARID5A	P1P2	0.335783381	-0.231679137	5	5
ARID5B	ENST00000279873.7	0.003681675	-0.693840056	5	5
ARIH1	P1P2	0.882657026	-0.030840304	5	5
ARIH2	P1P2	0.097207428	0.302321947	5	5
ARIH2OS	P1P2	0.359904746	-0.132642776	4	4
ARL1	P1P2	0.139381814	-0.221428473	5	5
ARL10	P1P2	0.086633765	-0.635336808	5	5
ARL11	P1P2	0.545205883	-0.100896065	5	5
ARL13A	P1P2	0.816211133	-0.043785668	5	5
ARL13B	P1P2	0.766372956	0.04240945	4	4
ARL14	P1P2	0.091318825	-0.164277543	5	5
ARL14EP	P1P2	0.601228178	-0.094287798	5	5
ARL14EPL	ENST00000601302.2	0.502971792	-0.409174607	5	5
ARL15	P1P2	0.492952257	-0.225363463	5	5
ARL16	P1P2	0.60349353	-0.079151011	4	4
ARL17A	"ENST00000329240.4,ENST00000336125.5,ENST00000445552.2"	0.619876602	-0.125346019	5	5
ARL17B	"ENST00000434041.2,ENST00000450673.3,ENST00000570618.1"	0.681531166	-0.125346019	5	5
ARL2	P1P2	0.423011485	-0.100710125	5	5
ARL2BP	P1P2	0.236851403	0.160880293	5	5
ARL3	P1P2	0.162054107	-0.226168012	4	4
ARL4A	P1P2	0.636991019	0.097050884	5	5
ARL4C	P1P2	0.635211346	-0.057964336	5	5
ARL4D	P1P2	0.65070418	0.003573549	5	5
ARL5A	P1P2	0.167083461	0.160785622	5	5
ARL5B	P1P2	0.830448356	-0.209215689	5	5
ARL5C	P1P2	0.316128729	0.035048269	5	5
ARL6	P1P2	0.227108746	0.171937816	5	5
ARL6IP1	P2	0.132827751	0.146419997	5	5
ARL6IP4	P1P2	0.339554392	-0.093762501	5	5
ARL6IP5	P1P2	0.405422898	-0.13065535	5	5
ARL6IP6	P1P2	0.124124303	0.286085068	4	4
ARL8A	P1P2	0.675442553	-0.110218668	5	5
ARL8B	P1P2	0.863659992	-0.013556696	5	5
ARL9	P1P2	0.460003786	-0.219148572	5	5
